Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Jets,F,F,F,D,D,G/Extra Attacker,Opps,F,F,F,D,D,G/Extra Attacker
2,5:02,5v5,BOS,47,W,86,39,,oc,oelpl,,,,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,55,85,40,33,39,,46,88,39,47,86,40
2,3:26,4v5,BOS,86,S,46,63,,oelpc,oc,,,y,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,18,12,27,33,57,,46,63,33,86,40,0
2,1:26,5v4,BOS,46,S,51,46,47,ol,nc,dsc,,,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,6,17,33,39,34,,46,51,11,88,47,40
2,1:17,5v4,BOS,46,S,88,51,47,oc,ol,ol,,,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,6,17,33,39,34,,46,51,11,88,47,40
2,1:00,5v4,BOS,47,S,46,47,51,ol,oc,oc,,,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,18,16,7,57,34,,46,51,11,88,47,40
2,0:38,5v4,BOS,46,O,47,88,,ol,opl,,,y,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,18,16,7,57,34,,46,51,11,88,47,40
2,0:08,5v4,BOS,46,W,63,47,46,oc,ol,nc,,y,,,14,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,9,22,7,57,34,,46,63,14,39,47,40
3,19:26,5v5,BOS,88,W,46,,,dsc,,,y,y,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,55,85,12,7,33,34,,46,88,39,44,86,40
3,13:57,5v5,WPG,18,S,7,26,18,or,or,orrl,,,,,,,,-2,40,20814,2/11/2016,WPG,BOS,,,,18,26,27,7,57,34,,36,46,64,33,62,40
3,13:44,5v5,WPG,27,W,26,18,,oc,opl,,,,,,,,,-2,40,20814,2/11/2016,WPG,BOS,,,,18,26,27,7,57,34,,36,46,64,33,62,40
3,13:34,5v5,WPG,33,S,55,,,ofp,,,,,,,,,,-2,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,8,33,34,,51,11,21,47,86,40
3,13:22,5v5,BOS,47,S,51,,,or,,,,y,,,,,,-2,34,20814,2/11/2016,WPG,BOS,,,,55,85,12,8,33,34,,51,11,21,47,86,40
3,13:10,5v5,WPG,85,W,55,85,,or,oc,,y,y,,,,,,-2,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,8,33,34,,51,11,21,47,86,40
3,13:04,5v5,WPG,55,W,85,12,,ol,ol,,,,,,,,,-2,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,8,33,34,,51,11,21,47,86,40
3,11:23,5v5,WPG,39,W,33,,,nr,,,,,,,,,,-3,40,20814,2/11/2016,WPG,BOS,,,,40,16,17,33,39,34,,51,11,21,33,44,40
3,10:56,5v4,BOS,21,T,51,46,47,oc,oc,ol,y,y,,,,,,-3,34,20814,2/11/2016,WPG,BOS,,,,16,17,7,57,34,0,,37,46,51,21,47,40
3,10:30,5v4,BOS,37,W,47,51,,or,opr,,y,y,,,,,,-3,34,20814,2/11/2016,WPG,BOS,,,,9,16,7,57,34,0,,37,46,51,21,47,40
3,10:18,5v4,BOS,37,W,46,37,,oc,ol,,y,,,,,,,-3,34,20814,2/11/2016,WPG,BOS,,,,9,16,7,57,34,0,,37,46,51,21,47,40
3,10:11,5v4,BOS,46,O,47,51,,oc,opr,,,y,,,,,,-3,34,20814,2/11/2016,WPG,BOS,,,,9,16,7,57,34,0,,37,46,51,21,47,40
3,10:01,5v4,BOS,37,T,47,51,,oc,or,,y,y,,,,,,-3,34,20814,2/11/2016,WPG,BOS,,,,9,16,7,57,34,0,,37,46,51,21,47,40
3,9:53,5v4,BOS,47,O,46,47,21,oc,oc,oc,,,,,,,,-3,34,20814,2/11/2016,WPG,BOS,,,,9,16,7,57,34,0,,37,46,51,21,47,40
3,9:12,5v4,BOS,46,W,51,,,oprrr,,,,,,,,,,-3,34,20814,2/11/2016,WPG,BOS,,,,9,16,7,57,34,0,,37,46,51,21,47,40
3,7:32,5v5,BOS,45,W,44,46,88,or,opr,ol,,y,,,,,,-3,34,20814,2/11/2016,WPG,BOS,,,,55,85,12,8,57,34,,46,88,39,44,45,40
3,6:57,5v5,WPG,7,S,40,,,ol,,,,,,,,,,-3,40,20814,2/11/2016,WPG,BOS,,,,40,16,17,7,8,34,,51,11,21,44,45,40
3,6:16,5v5,WPG,9,T,33,22,6,ol,opl,ol,,,,,,,,-3,40,20814,2/11/2016,WPG,BOS,,,,6,9,22,33,39,34,,25,36,64,47,86,40
3,4:58,5v5,WPG,12,W,57,7,,dsc,dc,,,y,,,,,,-3,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,7,57,34,,46,88,21,44,45,40
3,4:48,5v6,BOS,11,W,21,,,nl,,,y,y,,y,,,,-3,34,20814,2/11/2016,WPG,BOS,,,,18,85,26,16,27,33,,51,11,21,44,86,40
3,4:08,5v5,BOS,25,W,64,,,nl,,,,y,,,,,,-4,34,20814,2/11/2016,WPG,BOS,,,,55,85,12,5,8,34,,25,36,64,47,86,40
3,2:32,6v5,WPG,16,W,57,39,17,orrr,ol,opl,y,y,,,,,,-4,40,20814,2/11/2016,WPG,BOS,,,,26,40,16,17,39,57,,25,63,14,44,86,40
3,2:02,5v4,WPG,33,W,17,,,opr,,,,,,,,,,-4,40,20814,2/11/2016,WPG,BOS,,,,40,16,17,33,57,34,,25,63,33,86,40,0
3,1:55,5v4,WPG,17,T,40,57,,ol,oc,,y,y,,,,,,-4,40,20814,2/11/2016,WPG,BOS,,,,40,16,17,33,57,34,,25,63,33,86,40,0
3,1:41,5v4,WPG,39,W,6,39,8,opr,or,ol,,y,,,,,,-4,40,20814,2/11/2016,WPG,BOS,,,,6,9,22,8,39,34,,51,21,45,62,40,0
3,1:31,5v4,WPG,8,O,39,8,,oc,oc,,,y,,,,,,-4,40,20814,2/11/2016,WPG,BOS,,,,6,9,22,8,39,34,,46,21,45,62,40,0
3,1:14,5v4,WPG,9,W,39,,,dc,,,y,,,,,,,-4,40,20814,2/11/2016,WPG,BOS,,,,6,9,22,8,39,34,,46,21,45,62,40,0
1,19:09,5v5,WPG,39,o,85,,,oelpr,,,,,,,,,,0,35,20715,1/23/2016,WPG,N.J,30,35,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:45,5v5,N.J,11,w,22,5,,orrr,dsr,,y,,3 on 2,,,,,0,30,20715,1/23/2016,WPG,N.J,34,1,,85,12,27,8,33,30,,11,15,22,5,6,35
1,14:31,5v5,WPG,6,w,40,,,nr,,,,y,,,,,,0,35,20715,1/23/2016,WPG,N.J,,,,6,22,40,5,7,30,,12,16,23,28,39,35
1,13:20,5v5,N.J,19,w,21,64,,nc,dc,,,y,,,,,,0,30,20715,1/23/2016,WPG,N.J,,,,18,26,16,8,33,30,,19,21,64,5,6,35
1,13:09,5v5,WPG,16,s,57,39,,dr,dc,,,y,,,,,,0,35,20715,1/23/2016,WPG,N.J,,,,18,26,16,39,57,30,,14,20,13,5,6,35
1,12:17,5v5,WPG,85,w,33,8,,dr,dc,,,y,,,,,,0,35,20715,1/23/2016,WPG,N.J,,,,85,12,27,8,33,30,,12,16,23,8,28,35
1,11:14,5v5,N.J,21,w,64,44,8,nc,dl,dc,,y,,,,,,0,30,20715,1/23/2016,WPG,N.J,,,,6,22,40,8,33,30,,19,21,64,8,28,35
1,11:11,5v5,N.J,39,w,14,,,of,,,,,,,,,,0,30,20715,1/23/2016,WPG,N.J,,,,18,26,16,39,57,30,,14,20,13,28,39,35
1,9:39,5v5,N.J,22,w,28,14,,dsc,dr,,,y,,,,,,0,30,20715,1/23/2016,WPG,N.J,,,,9,14,15,5,7,30,,11,15,22,8,44,35
1,8:51,5v5,N.J,23,w,12,,,oelr,,,y,y,,,,,,0,30,20715,1/23/2016,WPG,N.J,,,,85,12,27,8,33,30,,12,16,23,5,6,35
1,8:19,5v5,N.J,20,o,13,,,orrc,,,y,y,2 on 0,y,,,,0,30,20715,1/23/2016,WPG,N.J,,,,18,26,16,39,57,30,,14,20,13,8,28,35
1,8:12,5v5,N.J,21,w,5,19,,dsc,nf,,,,1 on 0,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,18,26,16,8,33,30,,19,21,64,5,6,35
1,6:53,5v5,N.J,12,w,16,,,ol,,,,,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,6,12,40,5,7,30,,12,16,23,8,44,35
1,6:48,5v5,N.J,14,t,28,39,14,oc,oc,of,y,y,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,18,26,16,39,57,30,,14,20,13,28,39,35
1,6:41,5v5,N.J,20,t,5,13,,oc,opr,,y,,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,18,26,16,39,57,30,,14,20,13,5,6,35
1,5:18,5v5,N.J,19,w,8,,,dr,,,,,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,6,14,15,8,33,30,,19,64,22,8,44,35
1,5:13,5v5,N.J,8,w,11,8,11,or,or,of,y,,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,6,14,15,8,33,30,,19,64,22,8,44,35
1,3:39,5v5,N.J,12,t,39,16,12,ol,opl,ol,y,y,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,18,26,16,39,57,30,,12,16,23,28,39,35
1,1:43,5v5,N.J,22,s,6,,,nl,,,,y,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,9,14,15,39,57,30,,14,15,22,5,6,35
1,1:10,5v5,N.J,14,o,20,,,ol,,,,y,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,9,15,26,5,7,30,,14,20,13,8,28,35
1,0:58,5v5,WPG,18,w,7,,,oc,,,,y,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,18,26,16,7,33,30,,14,20,13,8,28,35
1,0:49,5v5,WPG,7,w,18,26,,opr,ol,,,,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,18,26,16,7,33,30,,14,20,13,8,28,35
1,0:25,5v5,WPG,33,o,26,,,opr,,,,,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,85,12,27,8,33,30,,12,16,23,5,6,35
2,18:57,5v5,WPG,18,s,16,,,opl,,,,,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,18,40,16,39,57,30,,14,64,20,8,44,35
2,17:36,5v5,WPG,6,w,22,6,,dl,dr,,,y,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,6,15,22,7,33,30,,12,16,23,28,39,35
2,16:04,5v5,WPG,16,w,40,39,,nc,dl,,,y,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,18,40,16,39,57,30,,14,20,13,28,39,35
2,14:24,5v5,WPG,12,w,27,5,27,nc,dl,nr,,,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,12,26,27,5,7,30,,12,16,23,8,44,35
2,12:44,5v5,WPG,8,w,22,,,opl,,,,,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,11:44,5v5,WPG,33,o,26,27,33,or,or,nr,,,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,12,26,27,8,33,30,,14,20,13,6,8,35
2,10:13,5v5,WPG,39,w,57,40,18,opr,opl,ol,,,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,18,40,16,39,57,30,,12,16,23,28,39,35
2,9:40,5v5,WPG,6,t,39,6,,oc,oelpc,,y,y,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,6,15,22,39,57,30,,12,16,23,28,39,35
2,9:02,5v5,WPG,8,o,33,26,,ol,of,,,,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,12,26,27,8,33,30,,12,16,23,28,39,35
2,6:41,5v5,WPG,57,w,7,18,57,nl,dc,dc,,y,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,12,26,40,7,57,30,,11,15,22,8,44,35
2,6:23,5v5,WPG,27,t,26,7,27,or,oc,opr,y,y,,,,,,-1,35,20715,1/23/2016,WPG,N.J,,,,12,26,27,5,7,30,,11,15,22,8,44,35
2,5:55,5v5,N.J,21,w,19,,,ol,,,,,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,12,26,27,8,33,30,,19,21,11,5,6,35
2,5:09,5v4,N.J,19,o,21,8,64,orrc,oc,opr,y,,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,6,40,5,8,30,0,,16,19,21,64,8,35
2,4:43,5v4,N.J,21,o,8,19,16,oc,opr,oc,,,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,18,40,5,8,30,0,,16,19,21,64,8,35
2,4:29,5v4,N.J,8,w,16,64,16,opr,oc,or,,,,,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,18,40,5,8,30,0,,16,19,21,64,8,35
2,4:11,5v4,N.J,16,o,8,64,,oc,opl,,y,y,,y,,,,-1,30,20715,1/23/2016,WPG,N.J,,,,18,40,5,8,30,0,,16,19,21,64,8,35
2,1:16,5v5,N.J,6,w,14,,,of,,,,,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,18,40,16,39,57,30,,14,20,13,5,6,35
2,1:00,5v5,N.J,13,b,6,5,14,ol,oc,opr,,,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:34,5v5,N.J,14,s,20,5,,nc,dsr,,,y,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,12,26,40,33,39,30,,14,64,20,5,6,35
2,0:01,5v5,WPG,12,o,26,,,oelrrr,,,y,y,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,12,26,27,8,33,30,,16,19,21,8,28,35
3,16:38,5v5,N.J,22,w,15,,,oc,,,y,,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,6,15,22,8,33,30,,11,15,22,5,6,35
3,15:37,6v5,N.J,21,t,28,13,19,or,oc,opl,y,y,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,12,26,27,39,57,30,,19,21,64,13,28,39
3,14:28,5v4,N.J,21,s,19,,,of,,,,y,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,9,26,5,8,30,0,,16,19,21,64,8,35
3,14:18,5v4,N.J,21,o,8,16,,oc,opr,,,,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,9,26,5,8,30,0,,16,19,21,64,8,35
3,14:08,4v5,WPG,26,w,8,,,dsr,,,,,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,9,26,8,33,30,0,,16,19,21,64,8,35
3,13:25,5v5,WPG,18,w,39,18,,nr,dr,,,y,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,18,16,33,39,57,30,,19,64,22,5,6,35
3,13:19,5v5,WPG,33,s,16,18,,opl,or,,,y,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,18,40,16,33,57,30,,19,15,22,5,6,35
3,13:15,5v5,WPG,40,t,33,40,,oc,opc,,y,,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,18,40,16,8,33,30,,19,21,11,5,6,35
3,12:43,5v5,WPG,18,t,16,40,8,orrl,ol,dc,y,,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,18,40,16,8,33,30,,16,21,64,28,39,35
3,11:44,5v5,N.J,8,w,14,8,,ol,ol,,,,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,26,40,27,8,33,30,,12,14,20,8,44,35
3,11:35,5v5,N.J,8,w,14,,,opr,,,,,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,26,40,27,8,33,30,,12,14,20,8,44,35
3,11:19,5v5,N.J,20,t,44,13,14,ol,opc,or,y,y,,y,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,12,26,27,33,39,30,,14,20,13,8,44,35
3,9:24,5v5,WPG,33,s,22,,,of,,,,,,,,,,-3,35,20715,1/23/2016,WPG,N.J,,,,6,15,22,8,33,30,,12,16,23,5,6,35
3,6:05,5v5,WPG,8,w,33,18,,ol,opl,,,,,,,,,-3,35,20715,1/23/2016,WPG,N.J,,,,18,40,16,8,33,30,,11,15,22,6,28,35
3,5:34,5v5,N.J,44,w,20,13,14,oc,nr,nl,,,,,,,,-3,30,20715,1/23/2016,WPG,N.J,,,,12,26,27,39,57,30,,14,20,13,8,44,35
3,5:11,5v4,WPG,26,w,27,18,27,orrr,oc,or,y,y,,,33,y,y,-3,35,20715,1/23/2016,WPG,N.J,,,,18,26,27,33,57,30,,16,19,5,6,35,0
3,4:45,5v5,WPG,39,w,57,,,dc,,,,y,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,18,40,16,39,57,30,,11,15,22,5,6,35
3,4:40,5v5,WPG,27,o,12,,,oc,,,y,,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,12,26,27,8,33,30,,19,21,64,5,6,35
3,4:24,5v5,N.J,19,s,21,,,dr,,,,y,,,,,,-2,30,20715,1/23/2016,WPG,N.J,,,,12,26,27,8,33,30,,19,21,64,28,39,35
3,4:11,5v5,WPG,18,t,33,27,26,ol,opr,nr,y,y,,,18,y,,-2,35,20715,1/23/2016,WPG,N.J,,,,18,12,27,8,33,30,,19,21,64,28,39,35
3,4:04,5v5,WPG,8,o,27,,,opr,,,,,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,18,12,27,8,33,30,,19,21,64,28,39,35
3,2:36,5v5,WPG,6,w,57,39,,dr,dc,,,y,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,6,22,26,8,33,30,,12,11,23,5,8,35
3,1:55,6v5,WPG,26,o,8,33,27,or,oc,ol,y,,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,0:24,6v5,WPG,12,w,39,12,,oc,oelpl,,,,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,6,18,12,22,8,39,,14,20,13,5,6,35
3,0:11,5v6,N.J,20,w,13,,,oc,,,,,,,,,,-2,,20715,1/23/2016,WPG,N.J,,,,6,18,12,22,8,39,,14,20,13,5,6,35
3,0:01,6v5,WPG,12,w,18,,,dc,,,,,,,,,,-2,35,20715,1/23/2016,WPG,N.J,,,,6,18,12,22,8,39,,14,20,13,5,6,35
