Name,Pos,PosSimple,Gm,G,A1,A2,P,iHSC,iSC,iCF,C+ -,F+ -,G+ -,CF,FF,ZSO,ZSD,AB,FO_W,FO_L,HIT,HIT-,PN,PN-,TOI,Salary,Age,CF60,CA60,CP60,FF60,FA60,FP60,SF60,SA60,BK,MS,SH,SF,GF,SA,GA,FA,CA,SCF,SCA,ShotAttempts,Goals,Assists,ScoringChances,ShotsOnGoal,OddmanRushes,DirectGoals,ReboundsGeneratedFromAttempts,AttemptsWith0Assists,AttemptsWith1Assists,AttemptsWith2Assists,AttemptsWith3Assists,DirectGoalsWith0Assists,DirectGoalsWith1Assists,DirectGoalsWith2Assists,DirectGoalsWith3Assists,ReboundAttempts,ReboundsOnGoal,ReboundGoalsScored,A1OnAttempts,A1OnScoringChances,A1OnShotsOnGoal,A1OnOddmanRushes,A1OnDirectGoals,A2OnAttempts,A2OnScoringChances,A2OnShotsOnGoal,A2OnOddmanRushes,A2OnDirectGoals,A3OnAttempts,A3OnScoringChances,A3OnShotsOnGoal,A3OnOddmanRushes,A3OnDirectGoals
Erik Gudbranson,D,D,16,1,0,2,3,0,7,30,-41,-24,4,210,172,61,94,16,0,0,37,31,2,3,256,2.75,23,49.21875,58.828125,108.046875,40.3125,45.9375,86.25,29.53125,32.8125,7,8,14,126,8,140,4,196,251,102,109,22,1,0,2,9,1,0,0,0,12,5,5,0,0,0,0,1,1,1,9,1,4,0,0,6,1,5,0,0,2,1,0,0,0
Erik Gustafsson,D,D,17,0,4,2,6,1,9,40,33,17,9,237,165,82,47,24,0,0,16,32,0,1,235.6,0.667,23,60.3565365,51.9524618,112.3089983,42.02037351,37.6910017,79.71137521,33.36162988,28.01358234,18,6,16,131,15,110,6,148,204,112,100,38,1,5,5,11,0,1,0,0,17,10,11,0,1,0,0,1,0,0,25,10,19,1,3,23,11,11,0,2,9,2,6,1,0
Erik Haula,CL,F,11,1,2,0,3,3,5,14,-15,-15,1,73,56,30,36,5,41,46,8,8,0,0,99.4,0.95,24,44.06438632,53.11871227,97.18309859,33.8028169,42.85714286,76.65995976,22.93762575,28.97384306,3,4,6,38,4,48,3,71,88,30,42,11,1,2,4,5,2,1,0,0,6,5,0,0,0,1,0,1,1,0,16,3,9,1,2,4,0,3,0,0,0,0,0,0,0
Erik Johnson,D,D,12,0,2,2,4,3,12,43,-46,-1,-1,168,136,57,91,21,0,0,19,15,1,1,204,4.25,27,49.41176471,62.94117647,112.3529412,40,40.29411765,80.29411765,29.70588235,30,7,7,29,101,6,102,7,137,214,65,109,29,0,3,2,20,0,0,0,0,13,11,5,0,0,0,0,0,0,0,18,6,11,0,1,11,3,7,1,2,4,1,2,0,0
Erik Karlsson,D,D,13,1,1,4,6,3,10,51,14,9,-5,254,184,89,66,23,0,0,17,19,4,2,264.9,7,25,57.53114383,54.3601359,111.8912797,41.67610419,39.63759909,81.31370328,30.80407701,28.08607022,20,15,15,136,11,124,16,175,240,123,136,40,1,2,3,10,0,1,2,0,20,14,6,0,0,0,1,0,0,0,55,12,28,0,1,25,6,14,1,1,8,1,6,0,1
Esa Lindell,D,D,2,0,0,0,0,0,2,6,2,2,-1,31,20,8,7,5,0,0,1,9,0,0,28.2,0.767,21,65.95744681,61.70212766,127.6595745,42.55319149,38.29787234,80.85106383,25.53191489,21.27659574,3,2,1,12,1,10,2,18,29,16,14,4,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Evander Kane,L,F,12,3,0,1,4,11,26,64,4,0,-3,176,135,64,64,3,10,7,36,23,3,2,197.1,6,24,53.57686454,52.35920852,105.9360731,41.09589041,41.09589041,82.19178082,28.91933029,29.5281583,17,9,35,95,5,97,8,135,172,72,90,42,2,0,13,21,1,2,0,0,21,12,9,0,1,1,0,1,1,0,22,8,12,1,0,7,3,4,0,0,2,1,2,0,0
Evgeni Malkin,CR,F,10,0,2,1,3,10,17,23,-3,-10,0,128,96,59,30,7,54,71,2,6,3,2,143.6,9.5,29,53.48189415,54.73537604,108.2172702,40.11142061,44.28969359,84.40111421,28.41225627,31.75487465,7,7,9,68,3,76,3,106,131,69,74,11,0,3,5,4,0,0,0,0,5,2,4,0,0,0,0,1,1,0,41,11,25,0,2,19,7,11,0,1,6,2,3,0,0
Evgeny Kuznetsov,C,F,29,4,11,4,19,22,42,62,-5,16,11,366,286,125,103,11,153,198,25,17,7,3,404.9,2.6,23,54.23561373,54.97653742,109.2121511,42.38083477,40.00987898,82.39071376,30.67424055,27.2659916,15,11,32,207,22,184,11,270,371,199,193,42,3,10,18,25,1,3,4,0,16,13,13,0,1,0,2,1,0,0,95,37,56,1,10,30,9,12,0,0,18,7,11,0,1
Evgeny Medvedev,D,D,9,0,0,1,1,0,1,17,21,12,-1,124,90,42,34,4,0,0,7,8,3,1,136.2,3,33,54.62555066,45.37444934,100,39.64757709,34.36123348,74.00881057,28.63436123,23.78854626,9,3,5,65,5,54,6,78,103,64,60,20,0,0,0,2,0,0,0,0,14,4,2,0,0,0,0,0,0,0,15,7,7,1,0,9,3,2,1,0,4,1,2,0,0
Fedor Tyutin,D,D,12,0,1,0,1,0,6,23,-1,-1,-5,152,112,52,62,16,0,0,18,16,3,1,183.1,5,32,49.80884762,50.13653741,99.94538504,36.70125614,37.02894593,73.73020208,24.57673403,26.87056253,9,8,6,75,7,82,12,113,153,76,68,17,1,1,3,6,0,1,0,0,11,4,2,0,1,0,0,0,0,0,17,6,9,0,1,7,3,4,0,0,1,0,1,0,0
Filip Forsberg,LR,F,12,2,3,0,5,11,32,55,35,31,2,186,140,85,31,8,1,2,11,16,0,2,174.9,0.833,21,63.80789022,51.80102916,115.6089194,48.02744425,37.39279588,85.42024014,33.61921098,28.13036021,14,18,21,98,8,82,6,109,151,82,67,28,2,1,13,13,1,2,1,0,16,5,7,0,1,0,1,3,2,0,25,9,14,1,0,10,3,3,0,1,5,1,4,0,1
Francois Beauchemin,D,D,15,0,1,3,4,0,4,29,-64,-10,-2,215,171,75,106,38,0,0,14,8,4,1,268.2,4.5,35,48.098434,62.41610738,110.5145414,38.25503356,40.49217002,78.74720358,28.41163311,29.75391499,10,7,12,127,8,133,10,181,279,95,134,14,0,2,3,6,0,0,0,0,6,6,2,0,0,0,0,0,0,0,31,5,18,0,1,13,3,8,1,1,8,1,3,0,0
Frank Corrado,D,D,5,0,1,0,1,0,2,13,29,15,-1,73,54,29,13,1,0,0,5,4,2,0,45.8,0.632,22,95.63318777,57.6419214,153.2751092,70.74235808,51.09170306,121.8340611,49.78165939,39.30131004,5,4,4,38,2,30,3,39,44,35,28,13,0,0,2,3,0,0,2,0,7,6,0,0,0,0,0,0,0,0,6,1,2,0,0,6,2,3,0,0,0,0,0,0,0
Frank Vatrano,C,F,6,2,0,0,2,4,12,21,-10,0,-1,61,48,34,6,6,0,1,10,9,0,1,80.3,0,0,45.57907846,53.05105853,98.63013699,35.86550436,35.86550436,71.73100872,29.14072229,23.16313823,2,3,14,39,2,31,3,48,71,32,35,15,1,0,3,12,0,1,0,0,10,5,0,0,0,1,0,1,1,0,9,3,3,0,0,0,0,0,0,0,1,0,1,0,0
Frans Nielsen,C,F,6,0,1,0,1,2,13,20,21,12,-2,87,61,16,22,5,35,29,5,4,0,0,73.3,3.5,31,71.21418827,54.02455662,125.2387449,49.93178718,40.10914052,90.04092769,36.83492497,31.92360164,7,4,9,45,2,39,4,49,66,45,39,13,0,1,1,6,0,0,0,0,6,6,1,0,0,0,0,0,0,0,18,4,9,0,1,6,1,2,0,0,2,1,1,0,0
Fredrik Claesson,D,D,3,0,0,0,0,0,1,5,-6,-11,-3,44,26,10,11,6,0,0,4,3,0,0,49.7,0.6,22,53.11871227,60.36217304,113.4808853,31.38832998,44.66800805,76.05633803,19.31589537,30.18108652,3,1,1,16,0,25,3,37,50,21,32,6,0,0,0,1,0,0,1,0,2,3,1,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,2,0,1,0,0
Gabriel Bourque,L,F,6,0,0,0,0,1,6,10,-7,-13,-4,45,28,11,27,1,0,0,12,8,0,0,60.2,0.866,24,44.85049834,51.82724252,96.67774086,27.90697674,40.86378738,68.77076412,17.94019934,33.88704319,2,2,6,18,0,34,4,41,52,21,21,8,0,0,1,7,0,0,0,0,4,2,2,0,0,0,0,0,0,0,6,1,0,0,0,3,0,2,0,0,1,0,0,0,0
Gabriel Landeskog,L,F,15,4,1,3,8,6,13,33,-77,-24,1,167,132,70,70,18,3,1,26,16,7,4,224.8,4.5,22,44.57295374,65.12455516,109.6975089,35.23131673,41.63701068,76.8683274,26.42348754,31.76156584,8,4,17,99,10,119,9,156,244,71,111,27,3,2,7,18,1,3,0,0,13,13,1,0,1,2,0,0,0,0,31,9,21,1,1,19,7,12,1,1,3,0,2,0,0
Garrett Wilson,L,F,4,0,0,0,0,3,8,10,8,4,0,34,24,21,11,1,0,0,14,3,0,1,40.3,0.675,24,50.62034739,38.70967742,89.33002481,35.73200993,29.77667494,65.50868486,26.79900744,20.84367246,3,3,4,18,1,14,1,20,26,18,9,5,0,0,1,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Greg Pateryn,D,D,3,0,0,0,0,0,0,4,-6,1,-1,28,23,11,14,7,0,0,10,9,1,0,40.9,0.575,25,41.07579462,49.87775061,90.95354523,33.7408313,32.27383863,66.01466993,23.47188264,24.93887531,0,2,2,16,1,17,2,22,34,14,19,3,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Gregory Campbell,CL,F,14,0,0,1,1,4,9,14,-22,-11,-1,91,70,30,33,7,44,35,13,10,0,1,124.4,1.7,31,43.89067524,54.50160772,98.39228296,33.76205788,39.06752412,72.82958199,22.66881029,26.52733119,6,6,2,47,2,55,3,81,113,44,50,10,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,2,1,0,13,3,5,0,0,2,1,1,0,0,2,1,1,0,0
Griffin Reinhart,D,D,7,0,0,0,0,0,3,14,-12,-17,0,91,58,36,23,7,0,0,7,10,3,1,106,0.833,21,51.50943396,58.30188679,109.8113208,32.83018868,42.45283019,75.28301887,26.60377358,33.96226415,7,2,5,47,2,60,2,75,103,41,41,15,0,0,1,5,0,0,0,0,8,4,3,0,0,0,0,0,0,0,10,1,5,0,0,5,1,2,0,0,0,0,0,0,0
Gustav Nyquist,LR,F,17,2,1,1,4,9,19,39,30,-4,-3,173,116,66,45,3,0,0,20,14,1,2,197.6,4,26,52.53036437,43.42105263,95.951417,35.22267206,36.43724696,71.65991903,27.32793522,29.14979757,14,3,20,90,5,96,8,120,143,77,64,23,2,1,8,15,0,2,1,0,13,8,2,0,1,1,0,4,0,0,40,11,18,0,0,5,3,3,0,1,2,1,0,0,0
Gustav Olofsson,D,D,1,0,0,0,0,0,0,1,-1,-1,0,6,5,0,1,0,0,0,0,1,0,0,7.5,0.767,20,48,56,104,40,48,88,16,40,1,0,0,2,0,5,0,6,7,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hampus Lindholm,D,D,9,0,2,0,2,3,7,25,41,38,-1,173,133,54,50,14,0,0,5,19,2,0,165.5,0.833,21,62.71903323,47.85498489,110.5740181,48.21752266,34.44108761,82.65861027,35.89123867,26.10271903,7,7,11,99,3,72,4,95,132,60,68,17,0,1,4,9,0,0,3,0,9,6,2,0,0,0,0,0,0,0,23,3,12,1,1,11,5,7,1,0,7,0,4,0,0
Harry Zolnierczyk,L,F,1,0,0,0,0,1,1,1,2,1,-1,10,6,4,1,0,0,0,3,1,0,0,9.2,0.6,28,65.2173913,52.17391304,117.3913043,39.13043478,32.60869565,71.73913043,32.60869565,19.56521739,0,0,1,5,0,3,1,5,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrik Sedin,C,F,16,2,8,4,14,14,16,18,2,12,12,189,153,76,64,1,113,109,3,3,2,1,225.1,7,34,50.37760995,49.84451355,100.2221235,40.78187472,37.58329631,78.36517104,30.11994669,27.45446468,0,2,14,113,17,103,5,141,187,102,108,19,2,10,13,15,2,2,3,0,9,6,4,0,0,1,1,1,0,0,85,40,48,4,7,33,16,15,1,3,16,7,10,0,1
Henrik Zetterberg,CL,F,17,5,4,0,9,11,29,48,16,-3,4,215,159,75,61,3,89,94,13,17,0,2,256.6,7.5,34,50.27279813,46.53156664,96.80436477,37.17848792,37.87996882,75.05845674,27.35775526,28.99454404,7,11,25,117,12,124,8,162,199,106,100,37,4,3,14,27,0,4,2,0,20,13,4,0,2,1,1,1,0,0,45,16,22,2,3,24,11,14,0,0,5,1,2,0,0
Ian Cole,D,D,10,0,0,0,0,2,5,22,-40,-25,-5,126,93,61,45,17,0,0,14,16,3,0,152.8,1.5,26,49.47643979,65.18324607,114.6596859,36.51832461,46.33507853,82.85340314,27.87958115,31.02094241,7,4,11,71,2,79,7,118,166,61,91,21,0,0,0,9,0,0,1,0,9,8,4,0,0,0,0,1,1,0,8,0,4,0,0,9,3,7,1,0,3,0,1,0,0
Iiro Pakarinen,RL,F,12,1,1,0,2,4,17,27,-5,-7,-2,92,64,37,34,5,0,0,21,17,1,0,107.6,0.843,24,51.30111524,54.08921933,105.3903346,35.68773234,39.59107807,75.27881041,25.65055762,30.11152416,6,7,13,46,2,54,4,71,97,52,37,18,0,0,6,10,0,0,3,0,12,4,2,0,0,0,0,1,1,0,3,0,2,0,0,2,1,2,0,0,1,1,1,0,0
J.T. Brown,RL,F,29,2,0,2,4,22,41,74,72,64,2,316,249,111,78,12,6,7,33,38,0,2,324.4,0,25,58.44636252,45.12946979,103.5758323,46.05425401,34.21701603,80.27127004,33.29223181,24.22934649,10,17,45,180,11,131,9,185,244,151,116,44,2,0,18,27,0,1,4,0,24,15,5,0,0,0,1,6,2,1,46,13,25,0,0,14,5,6,0,0,9,2,6,0,0
J.T. Miller,C,F,15,5,4,1,10,6,18,32,-25,-20,8,141,98,57,47,10,10,12,29,20,1,1,191.8,0,22,44.1084463,51.92909281,96.0375391,30.65693431,36.91345151,67.57038582,24.71324296,25.02606882,12,3,12,79,14,80,6,118,166,54,69,19,5,5,9,11,1,5,0,0,13,1,5,0,3,0,2,0,0,0,30,7,19,1,3,17,11,10,0,2,4,2,2,0,0
Jaccob Slavin,D,D,5,0,0,0,0,0,2,13,-2,-2,1,67,55,31,19,5,0,0,2,7,0,0,85,0.693,21,47.29411765,48.70588235,96,38.82352941,40.23529412,79.05882353,24,26.11764706,3,5,5,34,1,37,0,57,69,28,31,12,0,0,0,6,0,0,0,0,6,5,1,0,0,0,0,0,0,0,5,0,3,0,0,5,3,3,0,0,2,0,1,0,0
Jack Eichel,C,F,14,1,5,0,6,14,24,45,-33,-33,-4,157,117,69,66,6,65,93,8,14,3,3,209.2,0.925,18,45.02868069,54.49330784,99.52198853,33.55640535,43.0210325,76.57743786,24.66539197,32.40917782,6,13,25,86,6,113,10,150,190,71,88,22,1,3,8,11,0,1,1,0,9,8,5,0,0,1,0,2,2,0,36,10,18,0,3,10,1,8,0,0,3,1,2,0,0
Jack Johnson,D,D,14,1,0,1,2,1,10,47,23,16,-8,226,174,70,70,7,0,0,19,20,4,2,249.5,5,28,54.34869739,48.81763527,103.1663327,41.84368737,37.99599198,79.83967936,33.42685371,28.61723447,15,5,26,139,7,119,15,158,203,111,108,38,0,0,0,21,0,0,2,0,22,11,5,0,0,0,0,0,0,0,14,5,5,0,0,10,3,6,0,0,4,2,3,0,0
Jack Skille,RL,F,15,0,2,0,2,7,17,31,-71,-46,-2,83,66,29,40,5,0,2,15,17,1,0,141,0,28,35.31914894,65.53191489,100.8510638,28.08510638,47.65957447,75.74468085,22.12765957,34.46808511,6,6,19,52,2,81,4,112,154,37,75,19,0,1,8,10,0,0,1,0,16,3,0,0,0,0,0,0,0,0,14,4,7,0,1,2,1,2,0,0,1,0,0,0,0
Jacob De La Rose,CL,F,1,0,0,0,0,0,0,2,0,2,0,9,8,1,5,0,1,0,3,3,0,0,10.3,0.925,20,52.42718447,52.42718447,104.8543689,46.60194175,34.95145631,81.55339806,29.12621359,29.12621359,0,1,1,5,0,5,0,6,9,3,5,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Josefson,CL,F,42,1,1,0,2,22,47,66,6,18,-9,339,254,121,156,26,173,191,44,56,8,9,461.1,0.8,24,44.11190631,43.33116461,87.44307092,33.05139883,30.70917372,63.76057254,22.51138582,23.29212752,12,15,38,173,4,179,13,236,333,157,143,40,1,0,20,21,3,1,2,0,22,10,8,0,1,0,0,1,0,0,49,8,20,0,0,35,14,17,0,0,11,4,9,0,0
Jacob Trouba,D,D,14,0,0,1,1,2,16,47,14,25,5,237,184,75,57,19,0,0,23,21,2,3,231.1,0.833,21,61.53180441,57.89701428,119.4288187,47.77152748,41.28083081,89.05235829,33.49199481,28.81869321,12,12,23,129,12,111,7,159,223,132,112,37,0,1,3,11,0,0,2,0,20,12,5,0,0,0,0,0,0,0,17,9,6,0,1,7,2,4,0,0,8,3,3,0,0
Jaden Schwartz,LC,F,5,1,1,3,5,3,10,19,19,18,6,66,52,27,17,2,5,4,6,8,0,0,65.8,2.7,23,60.18237082,42.85714286,103.0395137,47.41641337,31.00303951,78.41945289,36.47416413,20.97264438,7,1,10,40,6,23,0,34,47,30,23,13,1,2,10,5,1,0,0,0,7,2,4,0,0,0,0,1,1,1,14,5,10,1,2,4,1,2,0,0,7,3,2,0,0
Jake Gardiner,D,D,21,1,1,0,2,3,19,53,80,64,1,358,275,115,125,13,1,0,30,33,6,1,345,4.05,25,62.26086957,48.34782609,110.6086957,47.82608696,36.69565217,84.52173913,33.04347826,24,18,19,15,190,12,138,11,211,278,200,138,47,1,1,4,13,0,1,0,0,30,11,6,0,0,1,0,0,0,0,52,19,28,0,1,28,10,15,0,0,17,7,9,0,0
Jake McCabe,D,D,12,1,0,1,2,1,6,23,5,5,-3,167,130,47,49,12,0,0,18,15,2,2,198,0.925,21,50.60606061,49.09090909,99.6969697,39.39393939,37.87878788,77.27272727,29.39393939,25.45454545,9,6,7,97,4,84,7,125,162,88,70,24,1,0,3,10,0,1,0,0,9,9,6,0,0,0,1,1,0,0,15,4,6,0,0,9,3,6,0,0,8,3,6,0,1
Jake Muzzin,D,D,9,0,2,1,3,3,8,32,56,46,-1,182,141,56,39,15,0,0,11,11,0,0,150.6,3,26,72.50996016,50.19920319,122.7091633,56.1752988,37.84860558,94.02390438,40.6374502,28.28685259,8,7,17,102,7,71,8,95,126,88,62,30,0,0,5,13,0,0,3,0,13,11,6,0,0,0,0,3,1,0,19,3,4,0,0,14,4,9,1,0,6,3,4,1,0
Jake Virtanen,LR,F,10,0,1,0,1,5,13,26,1,4,1,76,57,28,24,2,0,1,29,10,0,3,108.7,0.925,19,41.95032199,41.39834407,83.34866605,31.46274149,29.25482981,60.7175713,22.07911684,19.87120515,6,5,15,40,3,36,2,53,75,37,38,16,0,1,10,10,0,0,1,0,7,8,1,0,0,0,0,1,1,0,9,3,6,1,1,1,1,1,0,0,0,0,0,0,0
Jakob Silfverberg,RL,F,9,1,0,1,2,6,19,46,50,34,0,136,98,38,42,3,0,0,8,12,1,2,125.1,3.75,24,65.22781775,41.2470024,106.4748201,47.00239808,30.69544365,77.69784173,33.09352518,23.50119904,10,6,29,69,2,49,2,64,86,54,39,27,1,0,7,20,1,1,4,0,13,6,8,0,1,0,0,0,0,0,12,7,5,0,0,7,2,5,0,0,3,2,2,0,0
Jakub Kindl,D,D,11,0,0,0,0,0,9,30,23,3,-2,141,99,49,38,4,0,0,6,6,3,0,156.9,2.5,28,53.91969407,45.12428298,99.04397706,37.8585086,36.71128107,74.56978967,24.85659656,25.23900574,13,8,9,65,3,66,5,96,118,65,59,24,0,0,2,7,0,0,1,0,9,10,5,0,0,0,0,0,0,0,15,1,8,0,0,13,2,5,0,0,6,1,3,0,0
Jakub Voracek,R,F,10,1,0,1,2,10,18,27,16,17,0,122,92,50,35,4,1,0,4,9,0,1,129.9,4.5,26,56.35103926,48.96073903,105.3117783,42.49422633,34.64203233,77.13625866,31.40877598,24.48036952,4,3,19,68,3,53,3,75,106,63,53,21,1,0,6,12,1,1,3,1,12,8,0,0,1,0,0,1,0,0,24,10,9,2,0,9,3,4,0,0,2,1,0,0,0
James Neal,RL,F,12,4,0,1,5,9,22,60,40,26,3,200,142,85,42,5,2,1,15,9,6,4,195.4,5,28,61.41248721,49.12998976,110.542477,43.60286592,35.61924258,79.2221085,32.54861822,27.63561924,20,9,27,106,7,90,4,116,160,79,72,40,1,1,13,20,1,1,1,0,25,7,8,0,0,0,1,2,0,0,23,4,12,0,0,7,2,2,0,1,2,2,2,0,0
James van Riemsdyk,L,F,19,4,1,2,7,20,54,79,99,64,3,329,243,123,66,2,0,0,22,28,1,0,276.8,4.75,26,71.3150289,49.85549133,121.1705202,52.6734104,38.80057803,91.47398844,35.11560694,27.52890173,20,18,37,162,10,127,7,179,230,184,103,50,3,3,21,28,1,3,3,0,18,21,11,0,1,1,1,2,2,0,54,19,23,2,1,27,15,16,1,2,4,1,1,0,0
James Wisniewski,D,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Benn,L,F,27,5,6,8,19,31,58,92,102,58,8,430,298,135,118,10,52,50,54,25,4,5,393.8,5.75,26,65.5154901,49.9746064,115.4900965,45.40375825,36.56678517,81.97054342,33.82427628,26.81564246,20,16,51,222,26,176,18,240,328,215,152,71,5,7,38,38,3,5,3,0,37,16,18,0,2,1,2,5,3,0,123,44,49,6,4,37,18,18,1,3,11,6,4,0,0
Jamie McBain,D,D,3,0,0,0,0,0,0,5,9,6,2,36,25,10,8,4,0,0,1,2,1,0,36,0.6,27,60,45,105,41.66666667,31.66666667,73.33333333,28.33333333,25,2,1,2,17,2,15,0,19,27,12,15,4,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,7,0,2,0,0,2,1,2,0,0,1,0,1,0,0
Jamie McGinn,LR,F,14,2,2,0,4,12,18,28,-2,-12,0,129,93,49,47,1,1,0,36,7,0,2,153.2,3,27,50.52219321,51.30548303,101.8276762,36.4229765,41.1227154,77.54569191,27.4151436,29.37336815,4,2,20,70,6,75,6,105,131,68,60,18,1,2,8,13,0,1,3,0,11,2,5,0,0,0,1,2,1,0,15,3,9,0,1,9,4,7,0,1,4,2,3,0,0
Jamie Oleksiak,D,D,3,0,0,0,0,0,1,7,4,2,-2,36,23,17,12,2,0,0,7,1,1,0,35.7,0.875,22,60.50420168,53.78151261,114.2857143,38.65546218,35.29411765,73.94957983,28.57142857,20.16806723,3,2,2,17,0,12,2,21,32,13,12,6,0,0,1,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,6,1,3,0,0,3,2,1,1,0,0,0,0,0,0
Jannik Hansen,RL,F,15,7,3,1,11,13,25,44,-27,-16,8,141,116,59,62,2,0,0,8,8,2,1,182.4,2.5,29,46.38157895,55.26315789,101.6447368,38.15789474,43.42105263,81.57894737,28.94736842,31.90789474,9,7,21,88,15,97,7,132,168,79,93,39,7,3,22,22,4,7,0,0,15,16,8,0,4,2,1,0,0,0,21,10,12,1,3,7,2,4,0,0,8,3,5,0,2
Jared Boll,R,F,5,0,0,0,0,2,5,9,-4,3,0,32,25,8,7,5,0,0,14,5,0,1,38.4,1.7,29,50,56.25,106.25,39.0625,34.375,73.4375,28.125,26.5625,2,2,5,18,0,17,0,22,36,13,12,3,0,0,2,3,0,0,1,0,2,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0
Jared Cowen,D,D,8,0,0,2,2,0,9,22,-36,-21,0,100,73,32,36,13,0,0,21,21,2,0,118.2,3.7,24,50.76142132,69.03553299,119.7969543,37.05583756,47.71573604,84.7715736,25.88832487,34.5177665,8,7,7,51,3,68,3,94,136,43,54,15,0,1,1,6,0,0,1,0,5,8,2,0,0,0,0,0,0,0,6,0,3,0,0,6,1,6,0,1,1,0,1,0,0
Jared McCann,C,F,13,1,2,0,3,8,16,33,-21,-6,-2,120,91,37,33,4,37,66,7,8,0,4,136.6,0.925,19,52.70863836,61.93265007,114.6412884,39.97071742,42.60614934,82.57686676,30.74670571,29.8682284,7,4,21,70,4,68,6,97,141,56,75,25,1,3,15,14,0,1,1,0,9,7,9,0,0,0,1,1,1,0,34,12,17,3,2,11,3,6,0,1,4,2,2,0,0
Jared Spurgeon,D,D,10,3,1,1,5,3,7,22,26,16,5,205,156,77,57,17,0,0,2,11,2,0,194.1,3.6,25,63.36939722,55.33230294,118.7017002,48.22256569,43.27666151,91.4992272,34.93044822,31.22102009,8,3,8,113,9,101,4,140,179,100,79,20,2,1,0,9,1,1,0,0,11,7,2,0,1,0,0,1,1,1,31,10,15,1,1,13,7,8,0,0,7,5,5,2,1
Jarome Iginla,R,F,15,0,1,1,2,8,16,35,-35,-26,-6,149,110,48,55,4,12,6,11,10,3,1,184.6,5.5,38,48.42903575,59.80498375,108.2340195,35.75297941,44.20368364,79.95666306,25.67713976,30.55254605,11,8,16,79,4,94,10,136,184,65,85,30,0,1,11,13,0,0,1,0,14,12,4,0,0,0,0,3,2,0,19,5,10,1,0,9,3,5,0,1,2,0,1,0,0
Jaromir Jagr,R,F,17,4,4,2,10,12,25,34,-5,1,5,180,144,49,59,3,0,0,3,11,2,5,210.4,3.5,43,51.33079848,52.75665399,104.0874525,41.06463878,40.77946768,81.84410646,31.6539924,29.65779468,7,6,17,111,14,104,9,143,185,99,77,25,2,4,19,11,3,1,1,0,12,8,5,0,1,0,0,1,1,1,31,12,11,1,2,26,11,12,0,2,5,2,3,1,0
Jarred Tinordi,D,D,1,0,0,0,0,0,0,2,6,3,1,14,9,3,2,0,0,0,0,0,0,0,10.9,0.851,23,77.06422018,44.03669725,121.1009174,49.5412844,33.02752294,82.56880734,44.03669725,33.02752294,0,1,1,8,1,6,0,6,8,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
Jarret Stoll,C,F,13,1,1,0,2,3,7,18,-33,-17,2,92,73,14,65,10,43,30,19,14,3,1,131.9,0.8,33,41.84988628,56.86125853,98.71114481,33.20697498,40.94010614,74.14708112,25.01895375,29.56785444,3,4,10,55,4,65,2,90,125,40,57,14,1,1,2,9,1,1,0,0,2,9,3,0,0,0,1,0,0,0,14,8,9,0,1,5,0,2,1,0,2,1,1,0,1
Jason Chimera,L,F,29,3,2,2,7,15,40,72,-44,-30,-5,267,199,80,101,3,0,4,29,27,3,3,321.1,2,36,49.89099969,58.11273746,108.0037372,37.18467767,42.79040797,79.97508564,27.2812208,31.76580505,15,7,47,146,10,170,15,229,311,138,159,48,1,1,9,31,0,1,1,0,24,16,8,0,0,0,1,3,2,0,37,15,15,0,0,17,2,6,0,1,12,4,5,0,2
